generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
210,1643.43,286.5906,79.835,635.745,1.38,1581,85.0,9,138,47.43,1245.0,-168.0,690.0,-171.0
211,1488.06,243.242,77.315,325.62,1.21,1752,108.0,3,119,52.56,1287.0,-232.5,595.0,-214.0
212,1126.31,286.8228,144.31,356.185,-0.08,1015,159.0,5,107,29.31,765.0,-106.0,535.0,-97.0
213,1268.45,168.1566,62.075,350.875,-1.2,1365,90.0,8,115,40.95,992.0,-186.5,575.0,-153.0
214,979.56,159.7594,66.355,142.765,-3.05,1002,80.5,9,83,30.06,765.0,-118.5,415.0,-112.0
215,2008.92,195.225,61.975,190.695,-0.73,2014,67.0,3,179,60.42,1521.0,-246.5,895.0,-221.0
216,4232.31,397.9732,138.59,659.495,0.77,4077,189.0,9,379,122.31,3119.0,-479.0,1895.0,-425.0
217,1911.12,302.3224,142.68,558.325,3.04,1854,177.0,3,163,55.62,1447.0,-203.5,815.0,-203.0
218,1572.81,261.6346,131.995,226.91,0.74,1528,137.0,5,145,42.81,1107.0,-160.0,725.0,-142.0
219,968.26,208.0216,111.445,326.705,6.82,892,140.5,5,92,26.76,679.0,-106.5,460.0,-91.0
220,1730.97,274.359,80.475,493.14,1.8,1699,115.0,9,148,50.97,1317.0,-191.0,740.0,-186.0
221,2205.16,352.2732,156.22,804.5,1.8,2022,163.5,10,189,60.66,1611.0,-205.5,945.0,-206.0
222,1550.94,329.3228,106.935,573.355,0.09,1548,122.5,3,144,46.44,1147.0,-200.5,720.0,-162.0
223,2246.03,314.5854,81.295,511.13,2.67,2251,116.5,8,186,67.53,1752.0,-249.5,930.0,-254.0
224,1672.98,266.9674,81.89,446.23,1.66,1666,159.5,6,155,49.98,1240.0,-213.0,775.0,-179.0
225,1337.08,262.1538,144.03,253.72,-2.37,1386,135.5,6,118,41.58,1035.0,-175.5,590.0,-154.0
226,2677.31,322.1064,119.34,207.65,-0.05,2727,158.0,5,229,81.81,2074.0,-326.5,1145.0,-297.0
227,1761.26,265.0832,96.815,105.685,0.98,1792,105.5,9,163,53.76,1317.0,-237.5,815.0,-187.0
228,2023.39,341.1034,174.56,523.82,2.34,2163,220.0,8,170,64.89,1624.0,-269.5,850.0,-246.0
229,1298.48,245.8086,156.23,442.055,0.77,1116,150.5,6,112,33.48,916.0,-100.0,560.0,-111.0
230,1872.48,211.9836,64.77,337.16,-1.08,1816,82.5,5,175,54.48,1360.0,-228.0,875.0,-189.0
231,1155.29,211.1202,83.235,335.615,-0.73,1293,116.0,6,108,38.79,912.0,-190.5,540.0,-145.0
232,1222.03,195.3676,85.955,184.375,0.65,1451,103.5,5,106,43.53,1030.0,-210.5,530.0,-171.0
